date,startup,vertical,subvertical,city,investors,round,amount
2015-07-10,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,24.75
2015-07-10,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,0.0
2015-07-10,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,165.0
2015-07-10,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0.0
2015-07-10,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0.0
2015-08-10,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,16.5
2015-08-10,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,63.525
2015-08-10,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0.0
2015-08-10,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,82.5
2015-08-10,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,2.5575
2015-09-10,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,0.5775
2015-09-10,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,0.0
2015-09-10,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,66.0
2015-09-10,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,2.475
2015-09-10,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0.0
2015-09-10,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,8.25
2015-09-10,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,0.63525
2015-12-10,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,1.5675
2015-12-10,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0.0
2015-12-10,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,0.0
2015-12-10,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,0.825
2015-12-10,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0.0
2015-12-10,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0.0
2015-10-13,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,8.25
2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,20.625
2015-10-14,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,0.4125
2015-10-14,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,0.0
2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,0.63525
2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0.0
2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0.0
2015-10-16,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0.0
2015-10-16,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,0.0
2015-10-16,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,0.0
2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,8.25
2015-10-19,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0.0
2015-10-19,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,206.25
2015-10-19,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,0.825
2015-10-20,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0.0
2015-10-20,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,57.75
2015-10-20,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,82.5
2015-10-20,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,0.0
2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,0.0
2015-10-21,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,24.3375
2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,12.6225
2015-10-21,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,0.825
2015-10-21,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,5.28
2015-10-21,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0.0
2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,1.2375
2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,1.2375
2015-10-23,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,8.25
2015-10-23,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,2.0625
2015-10-26,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,41.25
2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,3.3
2015-10-26,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.125
2015-10-26,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,412.5
2015-10-26,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,74.25
2015-10-27,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,0.0
2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,0.63525
2015-10-27,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,2.8875
2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,82.5
2015-10-27,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0.0
2015-10-28,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,9.075
2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,1.65
2015-10-28,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,0.0
2015-10-29,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,0.0
2015-10-29,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0
2015-10-29,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,3.7125
2015-10-30,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,0.0
2015-10-30,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,0.0
2015-10-30,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.0725
2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,61.875
2015-10-30,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,16.5
2015-10-30,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,1.8975
2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,0.66
2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,82.5
2015-01-09,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,0.825
2015-01-09,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,0.0
2015-01-09,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,8.25
2015-01-09,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,7.425
2015-02-09,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,0.0
2015-02-09,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,330.0
2015-02-09,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,371.25
2015-03-09,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,2.145
2015-03-09,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,0.0
2015-03-09,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,330.0
2015-03-09,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.0
2015-04-09,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,1.2375
2015-04-09,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,0.825
2015-04-09,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,16.5
2015-07-09,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,4.95
2015-07-09,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,1.69125
2015-07-09,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,495.0
2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,14.85
2015-08-09,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,3.3
2015-08-09,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,0.0
2015-08-09,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,0.0
2015-10-09,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,6.3525
2015-10-09,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,75.9
2015-10-09,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,2.59875
2015-11-09,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,0.825
2015-11-09,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0
2015-11-09,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Funding,0.0
2015-12-09,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,123.75
2015-12-09,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,0.0
2015-09-14,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,9.9
2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,74.25
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,24.75
2015-09-14,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1856.25
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,16.5
2015-09-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.0625
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,0.0
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.25
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,2.475
2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,0.0
2015-09-16,ChaiPoint,Food Subscription platform,,Bangalore,Eight Roads Ventures,Private Equity,82.5
2015-09-16,WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,3.3825
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,3.7125
2015-09-17,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,0.0
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,0.0
2015-09-17,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,618.75
2015-09-17,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,4.95
2015-09-18,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,2.8875
2015-09-18,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.4875
2015-09-18,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,1.2375
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,1.2375
2015-09-19,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0.0
2015-09-21,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,309.375
2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,1.93875
2015-09-21,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0.0
2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,1.03125
2015-09-21,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,0.0
2015-09-22,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,0.0
2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,24.75
2015-09-22,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Funding,0.0
2015-09-22,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,0.0
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,6.6
2015-09-22,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,3.3
2015-09-22,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,82.5
2015-09-22,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.475
2015-09-23,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,0.0
2015-09-23,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,0.0
2015-09-23,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,9.9
2015-09-23,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,18.5625
2015-09-23,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.4375
2015-09-24,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,27.225
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.3
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,16.5
2015-09-24,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.25
2015-09-25,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,0.0
2015-09-28,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,0.0
2015-09-28,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,247.5
2015-09-29,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5610.0
2015-09-29,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,825.0
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,297.0
2015-09-29,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,0.0
2015-09-29,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,0.0
2015-09-29,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,2.8875
2015-09-29,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0.0
2015-09-30,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,41.25
2015-09-30,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,8.25
2015-09-30,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0.0
2015-09-30,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.25
2015-01-08,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4125.0
2015-01-08,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,3.3
2015-03-08,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,0.0
2015-03-08,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,41.25
2015-03-08,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,0.0
